gene,local_uniprot,local_protein_name,local_ec_number,local_mass_da,local_organism
GA0070618_5747,A0A1C4ZTI2,Peptide/nickel transport system ATP-binding protein,,24490,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5748,A0A1C4ZTC7,Peptide/nickel transport system ATP-binding protein,,35176,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5749,A0A1C4ZTX3,Peptide/nickel transport system permease protein,,30872,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5750,A0A1C4ZTF0,Peptide/nickel transport system permease protein,,35526,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5751,A0A1C4ZTX8,Peptide/nickel transport system substrate-binding protein,,55661,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5752,A0A1C4ZTF3,Cobalt transport protein CbiM (Energy-coupling factor transporter probable substrate-capture protein CbiM) (ECF transporter S component CbiM),,23301,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5753,A0A1C4ZT96,Cobalt transport protein CbiN (Energy-coupling factor transporter probable substrate-capture protein CbiN) (ECF transporter S component CbiN),,11168,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5754,A0A1C4ZU15,Cobalt/nickel transport system permease protein,,25767,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5755,A0A1C4ZTI8,ABC transporter ATP-binding protein,,29716,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5756,A0A1C4ZTI0,Precorrin-6A/cobalt-precorrin-6A reductase,,28751,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5757,A0A1C4ZTU8,Uncharacterized protein,,6798,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5758,A0A1C4ZTL3,Uncharacterized protein,,10655,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5759,A0A1C4ZTK1,Uncharacterized protein,,14078,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5760,A0A1C4ZTN9,Ribosomal protein S18 acetylase RimI,,17922,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5761,A0A1C4ZTN3,Uncharacterized protein,,17186,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5763,A0A1C4ZTZ6,Pyridoxamine 5'-phosphate oxidase,,19674,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5765,A0A1C4ZTR5,Precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase,,53745,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5766,A0A1C4ZTR4,Precorrin-8X methylmutase,,21787,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5767,A0A1C4ZTR8,Precorrin-3B synthase,,40917,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5768,A0A1C4ZU20,Cobaltochelatase CobN subunit,,131338,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5769,A0A1C4ZTR2,SH3 domain-containing protein,,10335,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5770,A0A1C4ZTU0,SH3 domain-containing protein,,10683,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5771,A0A1C4ZTS9,"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain",,42884,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5772,A0A1C4ZU48,Glucosylceramidase,,70359,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5773,A0A1C4ZUE4,DUF2786 domain-containing protein,,43799,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5774,A0A1C4ZTU6,"Drug resistance transporter, EmrB/QacA subfamily",,55191,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5775,A0A1C4ZTX7,"Transcriptional regulator, TetR family",,22133,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5776,A0A1C4ZTX4,S-adenosyl methyltransferase,,29804,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5777,A0A1C4ZUH9,SWIM zinc finger,,101423,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5778,A0A1C4ZTX5,AAA domain (Dynein-related subfamily),,38181,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5779,A0A1C4ZU21,Uncharacterized protein,,82609,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5780,A0A1C4ZTW8,VWA domain containing CoxE-like protein,,43687,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5781,A0A1C4ZU29,Uncharacterized protein,,30210,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5782,A0A1C4ZUK2,Type II toxin-antitoxin system Phd/YefM family antitoxin,,14749,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5783,A0A1C4ZU93,Glutamate synthase domain-containing protein 2,,54633,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5784,A0A1C4ZU02,Peptidase family M28,,34623,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5785,A0A1C4ZU75,"MEDS: MEthanogen/methylotroph, DcmR Sensory domain",,32231,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5786,A0A1C4ZU62,non-specific serine/threonine protein kinase (EC 2.7.11.1),2.7.11.1,34467,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5787,A0A1C4ZUE3,Iron complex transport system substrate-binding protein,,30514,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5788,A0A1C4ZUQ9,Ribokinase (RK) (EC 2.7.1.15),2.7.1.15,30847,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5789,A0A1C4ZU42,"Monosaccharide ABC transporter membrane protein, CUT2 family",,34978,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5790,A0A1C4ZUD8,"Monosaccharide ABC transporter substrate-binding protein, CUT2 family",,35030,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5791,A0A1C4ZUH1,"Monosaccharide ABC transporter ATP-binding protein, CUT2 family",,55187,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5792,A0A1C4ZUB9,D-ribose pyranase (EC 5.4.99.62),5.4.99.62,16415,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5793,A0A1C4ZUT9,deoxyribose-phosphate aldolase (EC 4.1.2.4),4.1.2.4,24080,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5794,A0A1C4ZU63,"Transcriptional regulator, GntR family",,28209,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5795,A0A1C4ZUE5,Integral membrane protein,,14061,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5796,A0A1C4ZU95,ATP-dependent RecD2 DNA helicase (EC 5.6.2.3) (DNA 5'-3' helicase subunit RecD2),5.6.2.3,79542,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5797,A0A1C4ZUE0,"DNA-binding transcriptional regulator, MarR family",,17436,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5798,A0A1C4ZU92,Polyisoprenoid-binding protein YceI,,20125,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5799,A0A1C4ZUY7,Pirin N-terminal domain-containing protein,,27792,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5800,A0A1C4ZUC6,Nitroreductase,,21170,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5801,A0A1C4ZUJ2,Probable RNA 2'-phosphotransferase (EC 2.7.1.-),2.7.1.-,17851,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5803,A0A1C4ZUK5,Uridine kinase,,25260,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5804,A0A1C4ZUJ8,Methylenetetrahydrofolate reductase,,34208,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5805,A0A1C4ZUN4,O-methyltransferase,,38501,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5806,A0A1C4ZUL8,Threonine kinase,,34546,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5807,A0A1C4ZUN8,Uncharacterized protein,,16821,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5808,A0A1C4ZV58,Cholesterol esterase,,21954,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5809,A0A1C4ZUI8,Tat pathway signal sequence domain protein,,21433,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5810,A0A1C4ZUQ7,"Transcriptional regulator, HxlR family",,15220,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5811,A0A1C4ZUI6,Uncharacterized protein,,39541,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5812,A0A1C4ZUJ4,O-antigen ligase,,45682,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5813,A0A1C4ZUK3,Membrane protein involved in the export of O-antigen and teichoic acid,,44239,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5814,A0A1C4ZUL1,Glycosyl transferases group 1,,46690,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5815,A0A1C4ZUV4,Glycosyltransferase involved in cell wall bisynthesis,,41320,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5816,A0A1C4ZUV6,Glycosyltransferase involved in cell wall bisynthesis,,41114,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5817,A0A1C4ZV20,Glycosyltransferase involved in cell wall bisynthesis,,43605,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5818,A0A1C4ZUY0,"Uncharacterized conserved protein, DUF1800 family",,46126,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5819,A0A1C4ZUY9,"Uncharacterized conserved protein, DUF1501 family",,43067,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5820,A0A1C4ZUT3,"Transcriptional attenuator, LytR family",,32470,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5821,A0A1C4ZV09,Uncharacterized protein,,17285,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5822,A0A1C4ZV05,RHS repeat-associated core domain-containing protein,,159090,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5823,A0A1C4ZVF3,WXG100 family type VII secretion target,,10429,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5824,A0A1C4ZV15,Early secretory antigenic target ESAT-6,,12114,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5825,A0A1C4ZVA3,MinD-like ATPase involved in chromosome partitioning or flagellar assembly,,31130,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5826,A0A1C4ZV11,WXG100 family type VII secretion target,,10497,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5827,A0A1C4ZV50,Uncharacterized protein,,25757,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5828,A0A1C4ZVC1,Uncharacterized protein,,10783,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5829,A0A1C4ZV46,Type VII secretion integral membrane protein EccD,,44807,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5830,A0A1C4ZVI2,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",,144380,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5831,A0A1C4ZV68,DUF4291 domain-containing protein,,23326,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5832,A0A1C4ZV19,DivIVA protein,,49361,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5833,A0A1C4ZV88,Anti-sigma regulatory factor (Ser/Thr protein kinase),,15338,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5834,A0A1C4ZV87,MbtH protein,,9133,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5835,A0A1C4ZV42,"(S)-3,5-dihydroxyphenylglycine transaminase",,47458,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5836,A0A1C4ZVB0,Amino acid adenylation domain-containing protein,,227354,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5837,A0A1C4ZVC4,Ubiquinone/menaquinone biosynthesis C-methylase UbiE,,30074,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5838,A0A1C4ZV91,Amino acid adenylation domain-containing protein,,139792,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5839,A0A1C4ZVW8,"(3,5-dihydroxycyclohex-3-enyl)acetyl-CoA synthase",,40680,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5840,A0A1C4ZVB3,"(3,5-dihydroxycyclohex-3-enyl)acetyl-CoA dehydratase subunit B",,23518,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5841,A0A1C4ZVF5,"3,5-dihydroxyphenylacetyl-CoA monooxygenase",,47798,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5842,A0A1C4ZVB7,"(3,5-dihydroxycyclohex-3-enyl)acetyl-CoA dehydratase subunit D",,29833,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5843,A0A1C4ZVH1,"Transcriptional regulator, PadR family",,22050,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5844,A0A1C4ZVG5,"Predicted arabinose efflux permease, MFS family",,44150,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5846,A0A1C4ZVG7,DNA-binding transcriptional activator of the SARP family,,104379,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5847,A0A1C4ZVI1,"Lipid kinase, YegS/Rv2252/BmrU family",,33086,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5848,A0A1C4ZVG4,Cytochrome P450,,45245,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5849,A0A1C4ZVQ0,D-amino-acid oxidase (EC 1.4.3.3),1.4.3.3,33035,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5850,A0A1C4ZW41,Alpha-L-fucosidase 2,,84391,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5851,A0A1C4ZVJ9,Beta-galactosidase (Beta-gal) (EC 3.2.1.23),3.2.1.23,73753,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5852,A0A1C4ZVM6,Alpha-D-xyloside xylohydrolase,,85360,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5853,A0A1C4ZVK3,"Carbohydrate ABC transporter membrane protein 2, CUT1 family",,34601,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5854,A0A1C4ZVT9,"Carbohydrate ABC transporter membrane protein 1, CUT1 family",,38369,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5855,A0A1C4ZVQ2,Putative aldouronate transport system substrate-binding protein,,60279,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5856,A0A1C4ZVN3,"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain",,42189,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5857,A0A1C4ZVR8,"Exo-1,4-beta-glucosidase",,88975,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5858,A0A1C4ZVS0,"Transcriptional regulator, LacI family",,37597,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5859,A0A1C4ZVT5,Membrane protein YeaQ/YmgE (Transglycosylase-associated protein family),,9222,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5860,A0A1C4ZW13,Uncharacterized protein,,5625,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5861,A0A1C4ZWE6,N-acetylmuramoyl-L-alanine amidase,,34108,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5862,A0A1C4ZVW1,Zn-dependent protease with chaperone function,,65217,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5863,A0A1C4ZVV5,"RNA polymerase sigma-70 factor, ECF subfamily",,25136,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5864,A0A1C4ZWH4,Uncharacterized protein,,7575,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5865,A0A1C4ZW73,"tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family",,23190,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5866,A0A1C4ZVZ2,Xylulokinase,,53230,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5867,A0A1C4ZVZ5,"L-fucose isomerase, second N-terminal domain",,59693,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5868,A0A1C4ZW07,4-hydroxy-tetrahydrodipicolinate synthase,,29906,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5869,A0A1C4ZW16,Predicted neuraminidase (Sialidase),,35842,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5870,A0A1C4ZWB1,Putative tricarboxylic transport membrane protein,,52777,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5871,A0A1C4ZW52,Tripartite tricarboxylate transporter TctB family protein,,17316,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5872,A0A1C4ZW03,"Tripartite-type tricarboxylate transporter, receptor component TctC",,32606,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5873,A0A1C4ZW45,"Transcriptional regulator, GntR family",,24990,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5874,A0A1C4ZW61,Cytochrome P450,,50491,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5875,A0A1C4ZWE7,DUF4386 family protein,,26159,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5876,A0A1C4ZW59,Cytochrome P450,,52409,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5877,A0A1C4ZWS3,Alkylresorcinol/alkylpyrone synthase,,40535,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5878,A0A1C4ZW58,Acyl transferase domain-containing protein,,177838,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5879,A0A1C4ZW77,Myxalamid-type polyketide synthase MxaB,,233372,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5880,A0A1C4ZWG6,Acyl transferase domain-containing protein,,198708,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5881,A0A1C4ZWV3,Acyl transferase domain-containing protein,,246176,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5882,A0A1C4ZWJ1,Acyl carrier protein,,9236,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5883,A0A1C4ZWB4,Polyketide biosynthesis enoyl-CoA hydratase PksI,,27089,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5884,A0A1C4ZWD5,Polyketide biosynthesis enoyl-CoA hydratase PksH,,28773,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5885,A0A1C4ZWB8,Hydroxymethylglutaryl-CoA synthase,,46211,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5886,A0A1C4ZWF4,Polyketide biosynthesis enoyl-CoA hydratase PksI,,26972,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5887,A0A1C4ZWL3,Acyl transferase domain-containing protein,,99848,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5888,A0A1C4ZX04,Myxalamid-type polyketide synthase MxaB,,230089,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5889,A0A1C4ZWE4,Myxalamid-type polyketide synthase MxaF,,285824,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5890,A0A1C4ZWF9,"Tryptophan 2,3-dioxygenase",,26692,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5891,A0A1C4ZWG7,Selenocysteine lyase/Cysteine desulfurase,,40521,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5892,A0A1C4ZWJ7,O-methyltransferase,,38013,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5893,A0A1C4ZWT2,Dienelactone hydrolase,,25905,Micromonospora echinospora (Micromonospora purpurea)
GA0070618_5894,A0A1C4ZWI7,"PadR family transcriptional regulator, regulatory protein PadR",,14428,Micromonospora echinospora (Micromonospora purpurea)
